#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -56.9946  -33.3435  -33.0349  -33.0349  -13.5409   -2.6539   -2.6539   -2.3472   -2.1442    1.8474    1.8474    3.6187    3.6187    5.7038
  0.0630  -56.9943  -33.3430  -33.0377  -33.0355  -13.5275   -2.6936   -2.6562   -2.3586   -2.1375    1.8434    1.8714    3.5517    3.5597    5.7710
  0.1259  -56.9932  -33.3416  -33.0461  -33.0374  -13.4874   -2.8110   -2.6632   -2.3918   -2.1172    1.8314    1.9419    3.3768    3.4108    5.9424
  0.1889  -56.9914  -33.3393  -33.0597  -33.0405  -13.4210   -3.0005   -2.6755   -2.4436   -2.0838    1.8120    2.0545    3.1432    3.2222    6.1593
  0.2518  -56.9890  -33.3363  -33.0783  -33.0447  -13.3285   -3.2529   -2.6938   -2.5097   -2.0401    1.7856    2.2026    2.8906    3.0304    6.3749
  0.3148  -56.9860  -33.3325  -33.1011  -33.0500  -13.2105   -3.5570   -2.7189   -2.5854   -1.9907    1.7532    2.3782    2.6458    2.8556    6.5671
  0.3777  -56.9825  -33.3280  -33.1277  -33.0560  -13.0677   -3.9023   -2.7514   -2.6661   -1.9417    1.7157    2.4271    2.5720    2.7080    6.7315
  0.4407  -56.9786  -33.3231  -33.1571  -33.0628  -12.9006   -4.2792   -2.7915   -2.7478   -1.9001    1.6744    2.2492    2.5925    2.7737    6.8702
  0.5037  -56.9744  -33.3178  -33.1886  -33.0700  -12.7103   -4.6793   -2.8387   -2.8274   -1.8729    1.6305    2.1232    2.5102    2.9718    6.9863
  0.5666  -56.9701  -33.3122  -33.2214  -33.0775  -12.4976   -5.0961   -2.9024   -2.8919   -1.8658    1.5851    2.0567    2.4597    3.1537    7.0828
  0.6296  -56.9656  -33.3066  -33.2544  -33.0852  -12.2633   -5.5239   -2.9712   -2.9495   -1.8815    1.5397    2.0529    2.4382    3.3063    7.1625
  0.6925  -56.9613  -33.3010  -33.2868  -33.0927  -12.0085   -5.9584   -3.0325   -3.0095   -1.9187    1.4954    2.1090    2.4412    3.4183    7.0893
  0.7555  -56.9570  -33.3178  -33.2956  -33.0999  -11.7341   -6.3958   -3.0858   -3.0694   -1.9730    1.4533    2.2173    2.4635    3.4834    7.0229
  0.8184  -56.9531  -33.3464  -33.2907  -33.1066  -11.4410   -6.8333   -3.1308   -3.1268   -2.0376    1.4146    2.3659    2.4992    3.5031    7.0238
  0.8814  -56.9496  -33.3720  -33.2862  -33.1126  -11.1303   -7.2682   -3.1796   -3.1678   -2.1053    1.3802    2.5399    2.5424    3.4872    7.0751
  0.9444  -56.9466  -33.3939  -33.2824  -33.1177  -10.8030   -7.6985   -3.2256   -3.1971   -2.1695    1.3508    2.5874    2.7224    3.4495    7.1565
  1.0073  -56.9441  -33.4115  -33.2793  -33.1218  -10.4600   -8.1223   -3.2631   -3.2191   -2.2248    1.3273    2.6286    2.8948    3.4044    7.2470
  1.0703  -56.9423  -33.4244  -33.2770  -33.1249  -10.1027   -8.5378   -3.2909   -3.2344   -2.2670    1.3101    2.6616    3.0376    3.3638    7.3268
  1.1332  -56.9413  -33.4323  -33.2756  -33.1267   -9.7331   -8.9424   -3.3080   -3.2434   -2.2934    1.2996    2.6829    3.1327    3.3362    7.3889
  1.1962  -56.9409  -33.4350  -33.2752  -33.1274   -9.4051   -9.2821   -3.3137   -3.2464   -2.3025    1.2961    2.6903    3.1661    3.3264    7.4081
  1.1962  -56.9409  -33.4350  -33.2752  -33.1274   -9.4051   -9.2821   -3.3137   -3.2464   -2.3025    1.2961    2.6903    3.1661    3.3264    7.4008
  1.2325  -56.9409  -33.4346  -33.2751  -33.1281   -9.4005   -9.2796   -3.3758   -3.2424   -2.2439    1.2613    2.6822    3.1618    3.3651    7.4007
  1.2689  -56.9407  -33.4334  -33.2749  -33.1305   -9.3867   -9.2722   -3.5322   -3.2307   -2.0983    1.1642    2.6582    3.1491    3.4738    7.3927
  1.3052  -56.9405  -33.4314  -33.2747  -33.1344   -9.3637   -9.2597   -3.7385   -3.2111   -1.9094    1.0209    2.6193    3.1279    3.6361    7.3835
  1.3416  -56.9403  -33.4287  -33.2743  -33.1397   -9.3317   -9.2422   -3.9702   -3.1837   -1.7016    0.8476    2.5670    3.0983    3.8356    7.3710
  1.3779  -56.9399  -33.4253  -33.2739  -33.1464   -9.2908   -9.2197   -4.2159   -3.1485   -1.4855    0.6565    2.5029    3.0603    4.0596    7.3547
  1.4143  -56.9395  -33.4211  -33.2734  -33.1545   -9.2411   -9.1922   -4.4700   -3.1057   -1.2660    0.4556    2.4293    3.0140    4.2991    7.3352
  1.4506  -56.9391  -33.4162  -33.2728  -33.1638   -9.1830   -9.1597   -4.7292   -3.0551   -1.0454    0.2505    2.3479    2.9595    4.5481    7.3124
  1.4870  -56.9386  -33.4106  -33.2722  -33.1741   -9.1220   -9.1166   -4.9917   -2.9970   -0.8247    0.0446    2.2608    2.8969    4.8018    7.2867
  1.5233  -56.9380  -33.4044  -33.2715  -33.1854   -9.0793   -9.0425   -5.2558   -2.9313   -0.6048   -0.1598    2.1699    2.8264    5.0564    7.2579
  1.5597  -56.9375  -33.3975  -33.2709  -33.1975   -9.0314   -8.9610   -5.5202   -2.8582   -0.3857   -0.3608    2.0767    2.7485    5.3087    7.2264
  1.5960  -56.9369  -33.3900  -33.2702  -33.2102   -8.9784   -8.8728   -5.7836   -2.7778   -0.5573   -0.1680    1.9827    2.6634    5.5552    7.1923
  1.6324  -56.9364  -33.3819  -33.2695  -33.2233   -8.9202   -8.7789   -6.0446   -2.6902   -0.7485    0.0483    1.8893    2.5716    5.7925    7.1560
  1.6687  -56.9359  -33.3734  -33.2688  -33.2368   -8.8567   -8.6806   -6.3015   -2.5956   -0.9334    0.2624    1.7976    2.4740    6.0169    7.1176
  1.7051  -56.9354  -33.3643  -33.2682  -33.2503   -8.7880   -8.5801   -6.5518   -2.4940   -1.1118    0.4734    1.7085    2.3714    6.2246    7.0775
  1.7414  -56.9350  -33.3548  -33.2677  -33.2637   -8.7139   -8.4813   -6.7913   -2.3858   -1.2829    0.6800    1.6230    2.2656    6.4111    7.0359
  1.7778  -56.9346  -33.3449  -33.2769  -33.2673   -8.6345   -8.3913   -7.0127   -2.2710   -1.4466    0.8791    1.5416    2.1591    6.5722    6.9933
  1.8141  -56.9344  -33.3346  -33.2897  -33.2669   -8.5498   -8.3246   -7.2016   -2.1500   -1.6025    1.0652    1.4652    2.0576    6.7036    6.9501
  1.8505  -56.9342  -33.3241  -33.3018  -33.2667   -8.4596   -8.3064   -7.3324   -2.0229   -1.7504    1.2249    1.3941    1.9738    6.8015    6.9066
  1.8868  -56.9341  -33.3132  -33.3132  -33.2666   -8.3639   -8.3639   -7.3780   -1.8901   -1.8901    1.3290    1.3290    1.9367    6.8632    6.8632
  1.8868  -56.9341  -33.3132  -33.3132  -33.2666   -8.3639   -8.3639   -7.3780   -1.8901   -1.8901    1.3290    1.3290    1.9367    6.8632    6.8632
  1.9595  -56.9344  -33.3331  -33.2909  -33.2670   -8.6764   -8.1561   -7.2434   -2.1444   -1.6087    1.2179    1.2743    2.0943    6.7790    6.8750
  2.0322  -56.9352  -33.3483  -33.2681  -33.2680   -9.0953   -7.9262   -6.9646   -2.3644   -1.3088    1.0380    1.1346    2.3852    6.7018    6.7481
  2.1049  -56.9367  -33.3578  -33.2699  -33.2451   -9.5338   -7.6739   -6.6296   -2.5499   -0.9943    0.7578    1.0808    2.6603    6.5110    6.6366
  2.1776  -56.9389  -33.3611  -33.2726  -33.2223   -9.9672   -7.3993   -6.2644   -2.7009   -0.6700    0.4647    1.0577    2.8762    6.1970    6.5891
  2.2503  -56.9417  -33.3579  -33.2761  -33.2001  -10.3866   -7.1028   -5.8802   -2.8180   -0.3416    0.1694    1.0661    3.0133    5.8351    6.5659
  2.3230  -56.9451  -33.3481  -33.2805  -33.1785  -10.7877   -6.7848   -5.4845   -2.9019   -0.1219   -0.0161    1.1062    3.0646    5.4468    6.5742
  2.3957  -56.9492  -33.3320  -33.2856  -33.1580  -11.1677   -6.4464   -5.0838   -2.9541   -0.4044    0.2987    1.1780    3.0373    5.0474    6.6216
  2.4684  -56.9537  -33.3101  -33.2914  -33.1388  -11.5248   -6.0889   -4.6857   -2.9762   -0.6744    0.5945    1.2809    2.9513    4.6475    6.7156
  2.5411  -56.9586  -33.2976  -33.2834  -33.1210  -11.8573   -5.7144   -4.2984   -2.9705   -0.9287    0.8635    1.4143    2.8346    4.2546    6.8625
  2.6138  -56.9637  -33.3041  -33.2528  -33.1047  -12.1637   -5.3263   -3.9322   -2.9398   -1.1643    1.0992    1.5770    2.7172    3.8745    7.0658
  2.6865  -56.9689  -33.3107  -33.2196  -33.0900  -12.4428   -4.9287   -3.5985   -2.8873   -1.3787    1.2980    1.7677    2.6272    3.5119    7.3248
  2.7592  -56.9740  -33.3173  -33.1854  -33.0770  -12.6930   -4.5277   -3.3088   -2.8172   -1.5695    1.4591    1.9844    2.5883    3.1712    7.5829
  2.8319  -56.9789  -33.3234  -33.1516  -33.0658  -12.9132   -4.1316   -3.0729   -2.7343   -1.7342    1.5847    2.2250    2.6169    2.8567    7.2876
  2.9046  -56.9833  -33.3291  -33.1197  -33.0563  -13.1021   -3.7511   -2.8960   -2.6446   -1.8710    1.6790    2.4860    2.5736    2.7196    6.9760
  2.9773  -56.9872  -33.3340  -33.0912  -33.0486  -13.2585   -3.4003   -2.7765   -2.5548   -1.9782    1.7473    2.3276    2.7626    2.8909    6.6499
  3.0500  -56.9904  -33.3380  -33.0675  -33.0426  -13.3813   -3.0964   -2.7061   -2.4726   -2.0561    1.7945    2.1253    3.0457    3.1117    6.3235
  3.1227  -56.9927  -33.3410  -33.0497  -33.0383  -13.4697   -2.8588   -2.6711   -2.4060   -2.1071    1.8250    1.9737    3.3160    3.3470    6.0222
  3.1954  -56.9941  -33.3428  -33.0387  -33.0358  -13.5230   -2.7065   -2.6573   -2.3624   -2.1353    1.8420    1.8794    3.5313    3.5405    5.7945
  3.2681  -56.9946  -33.3435  -33.0349  -33.0349  -13.5409   -2.6539   -2.6539   -2.3472   -2.1442    1.8474    1.8474    3.6187    3.6187    5.7038
  3.2681  -56.9946  -33.3435  -33.0349  -33.0349  -13.5409   -2.6539   -2.6539   -2.3472   -2.1442    1.8474    1.8474    3.6187    3.6187    5.7038
  3.3193  -56.9945  -33.3448  -33.0348  -33.0348  -13.5316   -2.6466   -2.6466   -2.5904   -1.9111    1.8215    1.8215    3.6024    3.6024    5.7419
  3.3706  -56.9942  -33.3490  -33.0345  -33.0345  -13.5038   -2.9211   -2.6247   -2.6247   -1.6102    1.7471    1.7471    3.5536    3.5536    5.8530
  3.4219  -56.9937  -33.3557  -33.0339  -33.0339  -13.4579   -3.2644   -2.5882   -2.5882   -1.3153    1.6327    1.6327    3.4736    3.4737    6.0281
  3.4731  -56.9931  -33.3649  -33.0332  -33.0332  -13.3943   -3.6150   -2.5372   -2.5372   -1.0300    1.4891    1.4891    3.3641    3.3641    6.2555
  3.5244  -56.9923  -33.3763  -33.0323  -33.0323  -13.3136   -3.9703   -2.4720   -2.4720   -0.7547    1.3269    1.3269    3.2271    3.2272    6.5241
  3.5757  -56.9913  -33.3895  -33.0312  -33.0312  -13.2168   -4.3277   -2.3926   -2.3926   -0.4894    1.1550    1.1550    3.0657    3.0657    6.7479
  3.6270  -56.9902  -33.4042  -33.0301  -33.0301  -13.1049   -4.6849   -2.2993   -2.2993   -0.2339    0.9802    0.9802    2.8827    2.8827    6.7216
  3.6782  -56.9891  -33.4199  -33.0288  -33.0288  -12.9793   -5.0393   -2.1925   -2.1925    0.0118    0.8080    0.8080    2.6812    2.6812    6.6937
  3.7295  -56.9879  -33.4363  -33.0275  -33.0275  -12.8417   -5.3883   -2.0726   -2.0725    0.2472    0.6424    0.6424    2.4645    2.4645    6.6649
  3.7808  -56.9867  -33.4528  -33.0261  -33.0261  -12.6943   -5.7290   -1.9400   -1.9400    0.4715    0.4863    0.4863    2.2358    2.2358    6.6359
  3.8320  -56.9855  -33.4691  -33.0248  -33.0248  -12.5395   -6.0581   -1.7955   -1.7955    0.3422    0.3422    0.6834    1.9982    1.9982    6.6079
  3.8833  -56.9843  -33.4846  -33.0235  -33.0235  -12.3805   -6.3719   -1.6400   -1.6400    0.2118    0.2118    0.8809    1.7551    1.7551    6.5812
  3.9346  -56.9832  -33.4991  -33.0223  -33.0223  -12.2214   -6.6658   -1.4748   -1.4748    0.0965    0.0966    1.0616    1.5098    1.5098    6.5567
  3.9858  -56.9823  -33.5119  -33.0213  -33.0213  -12.0672   -6.9345   -1.3017   -1.3017   -0.0025   -0.0025    1.2224    1.2659    1.2659    6.5350
  4.0371  -56.9814  -33.5230  -33.0204  -33.0204  -11.9241   -7.1716   -1.1241   -1.1240   -0.0846   -0.0846    1.0283    1.0283    1.3601    6.5165
  4.0884  -56.9808  -33.5319  -33.0196  -33.0196  -11.7996   -7.3694   -0.9474   -0.9474   -0.1491   -0.1491    0.8038    0.8038    1.4716    6.5016
  4.1397  -56.9803  -33.5384  -33.0191  -33.0191  -11.7019   -7.5194   -0.7831   -0.7830   -0.1954   -0.1954    0.6046    0.6046    1.5538    6.4908
  4.1909  -56.9800  -33.5424  -33.0188  -33.0188  -11.6392   -7.6136   -0.6549   -0.6549   -0.2233   -0.2233    0.4553    0.4553    1.6042    6.4842
  4.2422  -56.9799  -33.5438  -33.0186  -33.0186  -11.6175   -7.6457   -0.6034   -0.6034   -0.2326   -0.2326    0.3967    0.3967    1.6212    6.4820
  4.2422  -56.9799  -33.5438  -33.0186  -33.0186  -11.6175   -7.6457   -0.6034   -0.6034   -0.2326   -0.2326    0.3967    0.3967    1.6212    6.4820
  4.3052  -56.9795  -33.5431  -33.0213  -33.0192  -11.6110   -7.6283   -0.8760   -0.8565    0.0184    0.0291    0.3634    0.4095    1.6263    6.5118
  4.3681  -56.9784  -33.5413  -33.0293  -33.0210  -11.5916   -7.5765   -1.2931   -1.2235    0.2668    0.3717    0.4213    0.4477    1.6415    6.5971
  4.4311  -56.9767  -33.5382  -33.0424  -33.0239  -11.5592   -7.4907   -1.7374   -1.5893    0.1155    0.5109    0.7130    0.8277    1.6665    6.7257
  4.4940  -56.9743  -33.5340  -33.0601  -33.0278  -11.5137   -7.3719   -2.1959   -1.9427   -0.0791    0.5983    1.0336    1.2349    1.7009    6.8803
  4.5570  -56.9714  -33.5288  -33.0820  -33.0327  -11.4551   -7.2217   -2.6624   -2.2801   -0.3046    0.7089    1.3331    1.6360    1.7440    7.0410
  4.6199  -56.9679  -33.5228  -33.1075  -33.0384  -11.3834   -7.0417   -3.1320   -2.5992   -0.5499    0.8413    1.6133    1.7948    2.0255    7.1870
  4.6829  -56.9641  -33.5160  -33.1357  -33.0447  -11.2984   -6.8341   -3.6005   -2.8987   -0.8056    0.9935    1.8522    1.8769    2.3977    7.2981
  4.7459  -56.9599  -33.5087  -33.1660  -33.0515  -11.2002   -6.6019   -4.0641   -3.1773   -1.0640    1.1633    1.9148    2.1273    2.7475    7.3569
  4.8088  -56.9556  -33.5012  -33.1974  -33.0586  -11.0891   -6.3481   -4.5191   -3.4341   -1.3195    1.3479    1.9811    2.3676    3.0704    7.3505
  4.8718  -56.9513  -33.4934  -33.2291  -33.0657  -10.9653   -6.0764   -4.9624   -3.6683   -1.5678    1.5438    2.0494    2.6011    3.3627    7.2734
  4.9347  -56.9469  -33.4858  -33.2602  -33.0728  -10.8295   -5.7912   -5.3905   -3.8793   -1.8061    1.7469    2.1178    2.8304    3.6220    7.1293
  4.9977  -56.9428  -33.4785  -33.2899  -33.0795  -10.6828   -5.8002   -5.4974   -4.0665   -2.0327    1.9522    2.1844    3.0577    3.8471    6.9305
  5.0606  -56.9389  -33.4717  -33.3174  -33.0858  -10.5271   -6.1875   -5.2004   -4.2296   -2.2470    2.1538    2.2474    3.2847    4.0379    6.6949
  5.1236  -56.9355  -33.4656  -33.3420  -33.0914  -10.3655   -6.5478   -4.9066   -4.3681   -2.4495    2.3046    2.3449    3.5120    4.1953    6.3940
  5.1866  -56.9325  -33.4604  -33.3631  -33.0962  -10.2033   -6.8744   -4.6227   -4.4818   -2.6410    2.3544    2.5178    3.7391    4.3208    6.1037
  5.2495  -56.9301  -33.4561  -33.3800  -33.1001  -10.0489   -7.1578   -4.5705   -4.3568   -2.8222    2.3950    2.6643    3.9630    4.4161    5.8289
